timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity,pool_price,usdc_price,oracle_price,dev_bps,token0,token1,usdc_sold_into_pool,swap_direction,peg_below,is_drain,swap_size_usd,drain_volume_usd
2026-05-01 06:15:00,-112988583,113017045,1.0,1.0,1.0,1.0,0,113017045,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,113.017045,0.0
2026-05-01 06:17:00,1169897206,-1169957855,1.0,1.0,1.0,1.0,1169897206,0,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,1169.897206,1169.897206
2026-05-01 06:18:00,539972018,-540000000,1.0,1.0,1.0,1.0,539972018,0,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,539.972018,539.972018
2026-05-01 06:20:00,594780454,-594811270,1.0,1.0,1.0,1.0,594780454,0,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,594.780454,594.780454
2026-05-01 06:29:00,377563005,-377582563,1.0,1.0,1.0,1.0,377563005,0,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,377.563005,377.563005
2026-05-01 06:32:00,70000000000,-70003575711,1.0,1.0,1.0,1.0,70000000000,0,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,70000.0,70000.0
2026-05-01 06:35:00,144610803,-144618085,1.0,1.0,1.0,1.0,144610803,0,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,144.610803,144.610803
2026-05-01 06:36:00,-950525738,950763762,1.0,1.0,1.0,1.0,0,950763762,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,950.763762,0.0
2026-05-01 06:37:00,-109661200,109688662,1.0,1.0,1.0,1.0,0,109688662,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,109.688662,0.0
2026-05-01 06:38:00,-1131108056,1131391326,1.0,1.0,1.0,1.0,0,1131391326,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,1131.391326,0.0
2026-05-01 06:41:00,-106788502,106815248,1.0,1.0,1.0,1.0,0,106815248,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,106.815248,0.0
2026-05-01 06:42:00,2231497398,-2231609830,1.0,1.0,1.0,1.0,2231497398,0,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,2231.497398,2231.497398
2026-05-01 06:43:00,-17067560591,17071837324,1.0,1.0,1.0,1.0,0,17071837324,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,17071.837324,0.0
2026-05-01 06:44:00,-15921154712,15925149567,1.0,1.0,1.0,1.0,0,15925149567,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,15925.149567,0.0
2026-05-01 06:49:00,1556396315,-1556475726,1.0,1.0,1.0,1.0,1556396315,0,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,1556.396315,1556.396315
2026-05-01 06:52:00,80000000000,-80004014921,1.0,1.0,1.0,1.0,80000000000,0,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,80000.0,80000.0
2026-05-01 06:53:00,-191712824,191760640,1.0,1.0,1.0,1.0,0,191760640,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,191.76064,0.0
2026-05-01 06:58:00,-299676305925,299751744144,1.0,1.0,1.0,1.0,248242531,300000000000,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,300248.242531,0.0
2026-05-01 07:01:00,-176944561,176989458,1.0,1.0,1.0,1.0,0,176989458,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,176.989458,0.0
2026-05-01 07:02:00,5688203291,-5688508324,1.0,1.0,1.0,1.0,5688203291,0,97615798425674838,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,5688.203291,5688.203291
